"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"179","@Antwon7224 These have a weird slightly green tint?",FALSE,169,"Antwon7224",2020-03-21 00:02:51,FALSE,"1241152792506650627","1241153262004375553","1110340865103458304","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",0,FALSE,FALSE,NA,NA
"180","Internet detectives, I have a real challenge for you: See these tiles? Find these exact interlocking 12”x12” floor… https://t.co/QBSl2vg488",FALSE,15689,NA,2020-03-20 23:59:26,TRUE,NA,"1241152400653799429",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",546,FALSE,FALSE,NA,NA
"181","@lukaslevi @SnazzyQ Hah it's not actually gonna happen. But maybe other companies will learn from the efficiency",FALSE,60,"lukaslevi",2020-03-20 22:51:46,FALSE,"1241134710346133512","1241135373356539911","247206669","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"182","@reneritchie @motionVFX",FALSE,41,"reneritchie",2020-03-20 22:44:48,FALSE,"1241132733402877961","1241133618107494400","10194392","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"183","@SnazzyQ And then we're all gonna realize how much better that is and it'll be the norm going forward... right?",FALSE,776,"SnazzyQ",2020-03-20 22:44:34,FALSE,"1241124370480685057","1241133561555685376","18055351","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",8,FALSE,FALSE,NA,NA
"184","@samfuster I plan on it!",FALSE,9,"samfuster",2020-03-20 20:21:19,FALSE,"1241092956855115781","1241097511974117380","254008756","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"185","@ijustine Happy Birthday!!",FALSE,727,"ijustine",2020-03-20 16:05:04,FALSE,"1241011818778095619","1241033024273371137","7846","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",17,FALSE,FALSE,NA,NA
"186","NEW VIDEO - 2020 MacBook Air Impressions: A Clean Refresh! https://t.co/dsBVgqzra9 - RT! https://t.co/qnI0j8IZ75",FALSE,5759,NA,2020-03-20 12:30:49,FALSE,NA,"1240979104964530176",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",371,FALSE,FALSE,NA,NA
"187","How bout a new video in exactly 12 minutes? <U+0001F34E>",FALSE,11428,NA,2020-03-20 12:18:06,FALSE,NA,"1240975905448738818",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",179,FALSE,FALSE,NA,NA
"188","@SNBrownlee Hassan Whiteside to Isaiah Thomas <U+0001F62D>",FALSE,45,"SNBrownlee",2020-03-19 16:43:53,FALSE,"1240641181450633219","1240680404643803137","33692469","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",3,FALSE,FALSE,NA,NA
"189","Real talk though, I'm grateful to have a job I can still do solo in trying times like this. Hang tight and there's… https://t.co/178VYmgtgn",FALSE,7845,NA,2020-03-19 16:37:59,TRUE,NA,"1240678916978692097",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",486,FALSE,FALSE,NA,NA
"190","@isacmijangos Sit tight <U+0001F605>",FALSE,304,"isacmijangos",2020-03-19 16:32:26,FALSE,"1240677298371624960","1240677522477645832","1016761323185582080","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",5,FALSE,FALSE,NA,NA
"191","Happy First Day of Spring! Today’s a great day for spring cleaning… of your hands.",FALSE,13625,NA,2020-03-19 16:31:10,FALSE,NA,"1240677201755897856",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",864,FALSE,FALSE,NA,NA
"192","@deycallmegeo It’s a great first step hah",FALSE,21,"deycallmegeo",2020-03-19 13:33:04,FALSE,"1240630767417466880","1240632380504842241","80630532","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"193","@PeteLau @oneplus @OnePlus_USA @OnePlus_UK @OnePlus_IN <U+0001F609>",FALSE,1108,"PeteLau",2020-03-19 11:58:24,FALSE,"1240311189521010690","1240608559534149632","226813577","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",18,FALSE,FALSE,NA,NA
"194","@willduwilldu Yes",FALSE,204,"willduwilldu",2020-03-18 20:34:07,FALSE,"1240375342126305281","1240375956658847747","829066206","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"195","@MaxWinebach @linsonmjoseph @superscientific @SuperSaf @reckless Mine definitely misses on white balance more than… https://t.co/qHZojY7fH7",FALSE,496,"MaxWinebach",2020-03-18 14:25:35,TRUE,"1240282361356484608","1240283210468282368","3239896262","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",12,FALSE,FALSE,NA,NA
"196","Can Apple please just make Final Cut Pro for the iPad already?",FALSE,25678,NA,2020-03-18 13:59:46,FALSE,NA,"1240276711951994880",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1164,FALSE,FALSE,NA,NA
"197","iPad with a trackpad
iPad with a trackpad
iPad with a trackpad
iPad with a trackpad
iPad with a trackpad https://t.co/bx3snF00Gz",FALSE,44480,NA,2020-03-18 12:22:11,FALSE,NA,"1240252157850419201",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3458,FALSE,FALSE,NA,NA
"198","Apple just updated the iPad Pro, among other things!

- A12Z Bionic
- UltraWide camera
- Studio-quality mics
- LiDA… https://t.co/fbjmt6RIO1",FALSE,31743,NA,2020-03-18 12:17:50,TRUE,NA,"1240251062625370112",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",4868,FALSE,FALSE,NA,NA
"199","@Mrwhosetheboss That wide frame + small phone shot is so much harder now, every phone is huge <U+0001F62D>",FALSE,2347,"Mrwhosetheboss",2020-03-18 11:54:05,FALSE,"1240243012736897024","1240245085704503297","3363946175","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",31,FALSE,FALSE,NA,NA
"200","@cinedatabase Yup always happens on the copy/paste, have never been able to figure out why",FALSE,21,"cinedatabase",2020-03-17 21:53:55,FALSE,"1240033407033278464","1240033648818171904","2538267829","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"201","@cinedatabase Story of my life",FALSE,32,"cinedatabase",2020-03-17 21:49:22,FALSE,"1240031892868599808","1240032505526435845","2538267829","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"202","@AntOSak @AndyManganelli Keychron K1",FALSE,27,"AntOSak",2020-03-17 16:02:03,FALSE,"1239944225694920704","1239945101020999683","618130645","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"203","@NBTJacklyn Not at the moment - I can get to the studio and back without any social contact.",FALSE,167,"NBTJacklyn",2020-03-17 15:54:12,FALSE,"1239942723345489921","1239943123456983041","3054363644","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",6,FALSE,FALSE,NA,NA
"204","Shoutout to everyone else whose inbox is flooded with updates from every company you’ve ever bought anything from.",FALSE,25953,NA,2020-03-17 15:46:03,FALSE,NA,"1239941074606534656",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1827,FALSE,FALSE,NA,NA
"205","@theLittleMonk Always relavent",FALSE,92,"theLittleMonk",2020-03-17 12:39:40,FALSE,"1239834907934932992","1239894169792978944","2893428419","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"206","@kbferrigan That is what I meant <U+0001F605>",FALSE,78,"kbferrigan",2020-03-17 01:14:23,FALSE,"1239721497406685184","1239721710712209408","613620589","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"207","@Vyyyper More PS4 than XB1",FALSE,102,"Vyyyper",2020-03-17 01:11:18,FALSE,"1239709918673977351","1239720935680245760","27676139","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"208","NEW VIDEO - Are Rollable Phones the Future? Plus a PSA https://t.co/eMFwQbLZLL - RT! https://t.co/ejS9B0khrg",FALSE,4770,NA,2020-03-17 00:04:17,FALSE,NA,"1239704071134744578",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",229,FALSE,FALSE,NA,NA
"209","Uploading…",FALSE,4411,NA,2020-03-16 23:52:32,FALSE,NA,"1239701111214419968",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",70,FALSE,FALSE,NA,NA
"210","@austinnotduncan <U+0001F64C><U+0001F3FE>",FALSE,1076,"austinnotduncan",2020-03-16 21:25:31,FALSE,"1239651340084588544","1239664116979154945","59023203","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",9,FALSE,FALSE,NA,NA
"211","@SnazzyQ It hit a speed boost after the first day lol",FALSE,237,"SnazzyQ",2020-03-16 19:53:36,FALSE,"1239639103135567872","1239640983039598592","18055351","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3,FALSE,FALSE,NA,NA
"212","What's your phone ringer set to?",FALSE,8217,NA,2020-03-16 15:45:23,FALSE,NA,"1239578517521776640",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",403,FALSE,FALSE,NA,NA
"213","@LeonLush @petermckinnon bump",FALSE,91,"LeonLush",2020-03-16 03:07:50,FALSE,"1239385884518219782","1239387874870603776","16098618","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"214","Following the lead of @PeterMckinnon - Haven’t done a Q&amp;A in a bit! Send me your burning questions and I’ll answer them in a video <U+0001F913>",FALSE,8303,NA,2020-03-16 00:05:32,FALSE,NA,"1239341996851986434",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",148,FALSE,FALSE,NA,NA
"215","Still my favorite holepunch camera wallpaper. Galaxy S10e https://t.co/0k2DvluLU9",FALSE,25018,NA,2020-03-15 20:46:49,FALSE,NA,"1239291986940702722",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",813,FALSE,FALSE,NA,NA
"216","@BrandonMiniman At least that’s what my order says? Haha I guess with enough light on it, the blue is lost a little… https://t.co/Zm7tjkf3FS",FALSE,79,"BrandonMiniman",2020-03-15 17:16:04,TRUE,"1239235994483859463","1239238950247686144","23257564","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"217","@BrandonMiniman Technically “cloud blue” but it has all the colors in it <U+0001F525><U+0001F525><U+0001F525>",FALSE,201,"BrandonMiniman",2020-03-15 16:47:07,FALSE,"1239229718169366528","1239231664150196228","23257564","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"218","@lookner Yup. Definitely Hoboken",FALSE,70,"lookner",2020-03-15 03:05:35,FALSE,"1239021038689804288","1239024921810030592","51661036","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",3,FALSE,FALSE,NA,NA
"219","@samsheffer @TheSmarmyBum My favorite wireless mouse right now is still MX Master 3, but for gaming mice cc @randomfrankp",FALSE,102,"samsheffer",2020-03-14 23:17:38,FALSE,"1238958374861049861","1238967552623157254","25246881","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",5,FALSE,FALSE,NA,NA
"220","@jax1079 @Adobe @every_daydad Join us on the dark side",FALSE,24,"jax1079",2020-03-14 19:48:04,FALSE,"1238892089410301954","1238914814958862342","391353662","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"221","@RajaMagDich @UrAvgConsumer Highly disagree",FALSE,21,"RajaMagDich",2020-03-14 19:45:57,FALSE,"1238910191598481408","1238914282038923265","421799569","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"222","@superscientific @UrAvgConsumer I forgot to change my Twitter username to match <U+0001F62D>",FALSE,298,"superscientific",2020-03-14 17:59:32,FALSE,"1238886068264394752","1238887500820742146","17698709","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"223","@APoliticalDoll @AndyManganelli Hah we’ve been playing ultimate together for a looooong time, it’s the only way we throw things <U+0001F605>",FALSE,14,"APoliticalDoll",2020-03-14 16:24:26,FALSE,"1238862364604334081","1238863569753694209","3087494285","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"224","@reneritchie @UrAvgConsumer <U+0001F64C><U+0001F3FE> Thanks for sharing!",FALSE,61,"reneritchie",2020-03-14 16:08:15,FALSE,"1238858842324250624","1238859495415185413","10194392","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3,FALSE,FALSE,NA,NA
"225","NEW VIDEO - Samsung Galaxy S20 Review: All the Right Moves! https://t.co/WDnGVj0X2m - RT! https://t.co/jp4Z3jRXMf",FALSE,7247,NA,2020-03-14 16:01:03,FALSE,NA,"1238857686399307777",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",377,FALSE,FALSE,NA,NA
"226","@UrAvgConsumer <U+0001F914>",FALSE,546,"UrAvgConsumer",2020-03-14 15:52:24,FALSE,"1238854871010459650","1238855506472701954","489066301","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",7,FALSE,FALSE,NA,NA
"227","INDOORS",FALSE,11566,NA,2020-03-14 15:02:15,FALSE,NA,"1238842884989825024",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",357,FALSE,FALSE,NA,NA
"228","Running out of content while being responsible idoors? Got a new video dropping in exactly 1 hour <U+0001F64C><U+0001F3FE>",FALSE,11561,NA,2020-03-14 15:00:17,FALSE,NA,"1238842392951820288",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",194,FALSE,FALSE,NA,NA
"229","@BarackObama <U+0001F64C><U+0001F3FE>",FALSE,1765,"BarackObama",2020-03-14 14:36:18,FALSE,"1238830014432522240","1238836356585054211","813286","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",33,FALSE,FALSE,NA,NA
"230","Happy Pi Day!",FALSE,16107,NA,2020-03-14 13:10:55,FALSE,NA,"1238814868121235458",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1268,FALSE,FALSE,NA,NA
"231","@djmarkkavanagh @itstuanslife I'm not seeing how getting invited to a launch event for a product that I pay to trav… https://t.co/K2kJr3NGU7",FALSE,10,"djmarkkavanagh",2020-03-13 23:22:59,TRUE,"1238606193792290817","1238606514765664257","117595462","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"232","@djmarkkavanagh @itstuanslife That because I pay for flights and hotels on my own dime. I lose money every time I d… https://t.co/yU6pPe3LYH",FALSE,6,"djmarkkavanagh",2020-03-13 23:15:21,TRUE,"1238603930612965376","1238604589848551426","117595462","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"233","@austinnotduncan Hackintosh obviously",FALSE,2891,"austinnotduncan",2020-03-13 22:12:51,FALSE,"1238587958661230593","1238588864962404352","59023203","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",23,FALSE,FALSE,NA,NA
"234","Apple is moving WWDC 2020 to online only

https://t.co/xw72yfhUR2 https://t.co/ddCAppLrL1",FALSE,12913,NA,2020-03-13 16:16:02,FALSE,NA,"1238499066323046400",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1138,FALSE,FALSE,NA,NA
"235","@shen Nah like a real protective case or bumper",FALSE,3715,"shen",2020-03-13 15:28:50,FALSE,"1238486981274935296","1238487188427493385","30727946","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",25,FALSE,FALSE,NA,NA
"236","Do you have a case on your phone right now?",FALSE,9603,NA,2020-03-13 15:27:05,FALSE,NA,"1238486749183082503",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",452,FALSE,FALSE,NA,NA
"237","@CzarTheo Next up!",FALSE,23,"CzarTheo",2020-03-13 14:13:07,FALSE,"1238467752873955328","1238468134958518274","61810308","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"238","@reneritchie 30-second 8K record limit?

Overheating problems?

No IBIS at 8K?

No audio at 8K?",FALSE,279,"reneritchie",2020-03-13 14:10:44,FALSE,"1238466409396670464","1238467535256850434","10194392","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",4,FALSE,FALSE,NA,NA
"239","Canon confirms the EOS R5 will take internal 8K 30fps video with advanced autofocus

The more I hear about this cam… https://t.co/zQW5HWXAfU",FALSE,9789,NA,2020-03-13 13:57:54,TRUE,NA,"1238464303377854464",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",613,FALSE,FALSE,NA,NA
"240","Tomorrow is Friday the 13th, I vote we all stay inside.",FALSE,36465,NA,2020-03-12 23:25:47,FALSE,NA,"1238244831182426112",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3965,FALSE,FALSE,NA,NA
"241","@Mobvoi_Official This ain't it chief",FALSE,59,"Mobvoi_Official",2020-03-12 23:20:31,FALSE,"1238208141554303000","1238243505413201920","4211532434","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"242","@DesardaRaj @TrakinTech @TechnicalGuruji @geekyranjit @C4ETech @UnboxTherapy @Dhananjay_Tech The triple emojis tho",FALSE,37,"DesardaRaj",2020-03-12 22:26:41,FALSE,"1238224991180582912","1238229955479306240","1601216478","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"243","https://t.co/SfLIgF9A6K https://t.co/c7ytnCcutN",FALSE,12481,NA,2020-03-12 13:43:01,FALSE,NA,"1238098169772281864",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",580,FALSE,FALSE,NA,NA
"244","Attempted to visit the Escobar Inc website to see if they were still scamming people… Got this error. We did it? https://t.co/IIPPp35yZY",FALSE,18753,NA,2020-03-12 13:35:20,FALSE,NA,"1238096239729807365",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",680,FALSE,FALSE,NA,NA
"245","Looks like Escobar Inc recently privated and deleted all of their celebrity endorsement videos on YouTube. Not susp… https://t.co/Q1Pgd7R7DW",FALSE,19967,NA,2020-03-12 13:17:55,TRUE,NA,"1238091855016927232",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",774,FALSE,FALSE,NA,NA
"246","https://t.co/5gA0rIrTgz",FALSE,11304,NA,2020-03-12 04:12:24,FALSE,NA,"1237954572582354944",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2381,FALSE,FALSE,NA,NA
"247","welp https://t.co/tZB1hJWyTy",FALSE,8843,NA,2020-03-12 01:59:24,FALSE,NA,"1237921099343630336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",375,FALSE,FALSE,NA,NA
"248","@killerspin <U+0001F440>",FALSE,5,"killerspin",2020-03-09 16:08:01,FALSE,"1237047195179892736","1237047497362673664","39845226","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",0,FALSE,FALSE,NA,NA
"249","@Mrwhosetheboss I'll try to take it again later today without the slant haha it's killing me too",FALSE,2053,"Mrwhosetheboss",2020-03-09 14:51:04,FALSE,"1237025728698384385","1237028134496722945","3363946175","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",13,FALSE,FALSE,NA,NA
"250","@RajaMagDich Been testing standard S20",FALSE,401,"RajaMagDich",2020-03-09 14:16:22,FALSE,"1237018824077201413","1237019402807250944","421799569","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"251","Yo dawg
I heard you like orange
Shot on Galaxy S20 https://t.co/tMpnWN8sm6",FALSE,22991,NA,2020-03-09 14:13:15,FALSE,NA,"1237018617562247168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",659,FALSE,FALSE,NA,NA
"252","@thatcrtvlife @BHPhotoVideo Thanks for having me on!",FALSE,148,"thatcrtvlife",2020-03-09 14:01:36,FALSE,"1236997360431087616","1237015684569337857","725126293696733184","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"253","@TechTransmitter I honestly look back at my own videos from 6 months ago and see huge gaps in skill",FALSE,102,"TechTransmitter",2020-03-08 17:58:49,FALSE,"1236711489928663046","1236712995918688257","1203947717619277824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"254","@saraaliciousss But actually though",FALSE,261,"sarasspacee",2020-03-08 17:53:56,FALSE,"1236711589337640960","1236711767046262784","949377725348761601","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"255","@SuperSaf I don't know how I'm supposed to handle this hah",FALSE,1153,"SuperSaf",2020-03-08 17:53:36,FALSE,"1236711552725725184","1236711681394388992","28090436","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",7,FALSE,FALSE,NA,NA
"256","Every new project is an opportunity to do your best work. https://t.co/7Qj9RUTUeV",FALSE,14717,NA,2020-03-08 17:48:50,FALSE,NA,"1236710481441763335",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",729,FALSE,FALSE,NA,NA
"257","@ramtinabadi You're forgetting fun factor",FALSE,12,"ramtinabadi",2020-03-08 00:56:42,FALSE,"1236447468591542274","1236455769379426304","212904589","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"258","@Noah4664 Yeah that's definitely being used without permission",FALSE,149,"Noah4664",2020-03-08 00:02:54,FALSE,"1236441324678713344","1236442231961194496","845763546","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"259","@saradietschy @thatcrtvlife <U+0001F605>",FALSE,291,"saradietschy",2020-03-07 16:47:28,FALSE,"1236331808209469441","1236332649683222528","258475649","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"260","@NateFaraci How. Dare. You.",FALSE,944,"NateFaraci",2020-03-07 15:40:10,FALSE,"1236315590559535105","1236315712274288640","64950015","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",10,FALSE,FALSE,NA,NA
"261","Studio/furniture build day <U+0001F44D><U+0001F3FE>
All shot on Galaxy S20, unedited https://t.co/WOAOEUOdsH",FALSE,21091,NA,2020-03-07 15:24:54,FALSE,NA,"1236311871646584832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",634,FALSE,FALSE,NA,NA
"262","@superscientific @dallasmavs @SamsungMobileUS BOBAN",FALSE,192,"superscientific",2020-03-07 01:34:56,FALSE,"1236102160280154112","1236103002810875905","17698709","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"263","@_Quabina_ @festus I can count the pixels on one hand hah sheesh",FALSE,41,"_Quabina_",2020-03-07 01:11:49,FALSE,"1236084719198101504","1236097184841576450","290247108","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"264","@iamusernamepls @pranit004 @ZacksJerryRig Nice catch",FALSE,74,"iamusernamepls",2020-03-06 22:35:51,FALSE,"1236057109961117696","1236057937266819073","493803758","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"265","@urbanstrata Haven't done a video on it, but can confirm it was incredible, 10/10 would recommend if you're a candidate",FALSE,58,"urbanstrata",2020-03-06 21:20:26,FALSE,"1236036889078972416","1236038958112534529","18328764","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"266","@theMrMobile @T_T_Reviews_YT +1",FALSE,169,"theMrMobile",2020-03-06 20:30:57,FALSE,"1236003679209209862","1236026505089736710","380783806","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",1,FALSE,FALSE,NA,NA
"267","@SuperSaf Must have detected a face lol",FALSE,3959,"SuperSaf",2020-03-06 18:30:03,FALSE,"1235994830779674626","1235996077435891714","28090436","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",46,FALSE,FALSE,NA,NA
